0	0.029530883552952355
1	0.009045778917886178
2	0.012940271360991526
3	0.014981282557667923
4	0.0163186200075136
5	0.061446704172050795
6	0.014452989234311766
7	0.017580512009164533
8	0.05888548691197166
9	0.043712896123973895
10	0.052227620492526654
11	0.01525868575499708
12	0.03897008038119085
13	0.022795903192799827
14	0.01731152337094838
15	0.015372923653181448
16	0.01942193069004918
17	0.01619353241476088
18	0.021727056121669534
19	0.010205367719383336
20	0.025706052459759814
21	0.015694477025276425
22	0.02303638347940971
23	0.016439588658247323
24	0.01788819367351221
25	0.014809333667711245
26	0.029324969061115848
27	0.025627525815510924
28	0.01479570713533435
29	0.015465947500788889
30	0.020826410604196648
31	0.027951117133482056
32	0.010592070655423672
33	0.009026270230335198
34	0.0146336352709052
35	0.010099963635684493
36	0.010319539500454172
37	0.011494569729774045
38	0.012310806445739245
39	0.012217255169511708
40	0.020101403159325057
41	0.019184325609822944
42	0.01766076379370334
43	0.011942932544755595
44	0.029314018835430604
45	0.010935669350246703
46	0.01052335764248284
47	0.012448119060932987
48	0.012185034537832566
49	0.009064509973243125
