#doc name topic proportion ...
0	array:0	25	0.5025	2	0.2525	19	0.1275	49	0.0025	48	0.0025	47	0.0025	46	0.0025	45	0.0025	44	0.0025	43	0.0025	42	0.0025	41	0.0025	40	0.0025	39	0.0025	38	0.0025	37	0.0025	36	0.0025	35	0.0025	34	0.0025	33	0.0025	32	0.0025	31	0.0025	30	0.0025	29	0.0025	28	0.0025	27	0.0025	26	0.0025	24	0.0025	23	0.0025	22	0.0025	21	0.0025	20	0.0025	18	0.0025	17	0.0025	16	0.0025	15	0.0025	14	0.0025	13	0.0025	12	0.0025	11	0.0025	10	0.0025	9	0.0025	8	0.0025	7	0.0025	6	0.0025	5	0.0025	4	0.0025	3	0.0025	1	0.0025	0	0.0025	
1	array:1	1	0.8366666666666666	49	0.0033333333333333335	48	0.0033333333333333335	47	0.0033333333333333335	46	0.0033333333333333335	45	0.0033333333333333335	44	0.0033333333333333335	43	0.0033333333333333335	42	0.0033333333333333335	41	0.0033333333333333335	40	0.0033333333333333335	39	0.0033333333333333335	38	0.0033333333333333335	37	0.0033333333333333335	36	0.0033333333333333335	35	0.0033333333333333335	34	0.0033333333333333335	33	0.0033333333333333335	32	0.0033333333333333335	31	0.0033333333333333335	30	0.0033333333333333335	29	0.0033333333333333335	28	0.0033333333333333335	27	0.0033333333333333335	26	0.0033333333333333335	25	0.0033333333333333335	24	0.0033333333333333335	23	0.0033333333333333335	22	0.0033333333333333335	21	0.0033333333333333335	20	0.0033333333333333335	19	0.0033333333333333335	18	0.0033333333333333335	17	0.0033333333333333335	16	0.0033333333333333335	15	0.0033333333333333335	14	0.0033333333333333335	13	0.0033333333333333335	12	0.0033333333333333335	11	0.0033333333333333335	10	0.0033333333333333335	9	0.0033333333333333335	8	0.0033333333333333335	7	0.0033333333333333335	6	0.0033333333333333335	5	0.0033333333333333335	4	0.0033333333333333335	3	0.0033333333333333335	2	0.0033333333333333335	0	0.0033333333333333335	
2	array:2	33	0.82	9	0.09272727272727273	49	0.0018181818181818182	48	0.0018181818181818182	47	0.0018181818181818182	46	0.0018181818181818182	45	0.0018181818181818182	44	0.0018181818181818182	43	0.0018181818181818182	42	0.0018181818181818182	41	0.0018181818181818182	40	0.0018181818181818182	39	0.0018181818181818182	38	0.0018181818181818182	37	0.0018181818181818182	36	0.0018181818181818182	35	0.0018181818181818182	34	0.0018181818181818182	32	0.0018181818181818182	31	0.0018181818181818182	30	0.0018181818181818182	29	0.0018181818181818182	28	0.0018181818181818182	27	0.0018181818181818182	26	0.0018181818181818182	25	0.0018181818181818182	24	0.0018181818181818182	23	0.0018181818181818182	22	0.0018181818181818182	21	0.0018181818181818182	20	0.0018181818181818182	19	0.0018181818181818182	18	0.0018181818181818182	17	0.0018181818181818182	16	0.0018181818181818182	15	0.0018181818181818182	14	0.0018181818181818182	13	0.0018181818181818182	12	0.0018181818181818182	11	0.0018181818181818182	10	0.0018181818181818182	8	0.0018181818181818182	7	0.0018181818181818182	6	0.0018181818181818182	5	0.0018181818181818182	4	0.0018181818181818182	3	0.0018181818181818182	2	0.0018181818181818182	1	0.0018181818181818182	0	0.0018181818181818182	
3	array:3	22	0.648235294117647	25	0.2364705882352941	10	0.06	49	0.0011764705882352942	48	0.0011764705882352942	47	0.0011764705882352942	46	0.0011764705882352942	45	0.0011764705882352942	44	0.0011764705882352942	43	0.0011764705882352942	42	0.0011764705882352942	41	0.0011764705882352942	40	0.0011764705882352942	39	0.0011764705882352942	38	0.0011764705882352942	37	0.0011764705882352942	36	0.0011764705882352942	35	0.0011764705882352942	34	0.0011764705882352942	33	0.0011764705882352942	32	0.0011764705882352942	31	0.0011764705882352942	30	0.0011764705882352942	29	0.0011764705882352942	28	0.0011764705882352942	27	0.0011764705882352942	26	0.0011764705882352942	24	0.0011764705882352942	23	0.0011764705882352942	21	0.0011764705882352942	20	0.0011764705882352942	19	0.0011764705882352942	18	0.0011764705882352942	17	0.0011764705882352942	16	0.0011764705882352942	15	0.0011764705882352942	14	0.0011764705882352942	13	0.0011764705882352942	12	0.0011764705882352942	11	0.0011764705882352942	9	0.0011764705882352942	8	0.0011764705882352942	7	0.0011764705882352942	6	0.0011764705882352942	5	0.0011764705882352942	4	0.0011764705882352942	3	0.0011764705882352942	2	0.0011764705882352942	1	0.0011764705882352942	0	0.0011764705882352942	
4	array:4	24	0.7799999999999999	37	0.11333333333333334	49	0.0022222222222222222	48	0.0022222222222222222	47	0.0022222222222222222	46	0.0022222222222222222	45	0.0022222222222222222	44	0.0022222222222222222	43	0.0022222222222222222	42	0.0022222222222222222	41	0.0022222222222222222	40	0.0022222222222222222	39	0.0022222222222222222	38	0.0022222222222222222	36	0.0022222222222222222	35	0.0022222222222222222	34	0.0022222222222222222	33	0.0022222222222222222	32	0.0022222222222222222	31	0.0022222222222222222	30	0.0022222222222222222	29	0.0022222222222222222	28	0.0022222222222222222	27	0.0022222222222222222	26	0.0022222222222222222	25	0.0022222222222222222	23	0.0022222222222222222	22	0.0022222222222222222	21	0.0022222222222222222	20	0.0022222222222222222	19	0.0022222222222222222	18	0.0022222222222222222	17	0.0022222222222222222	16	0.0022222222222222222	15	0.0022222222222222222	14	0.0022222222222222222	13	0.0022222222222222222	12	0.0022222222222222222	11	0.0022222222222222222	10	0.0022222222222222222	9	0.0022222222222222222	8	0.0022222222222222222	7	0.0022222222222222222	6	0.0022222222222222222	5	0.0022222222222222222	4	0.0022222222222222222	3	0.0022222222222222222	2	0.0022222222222222222	1	0.0022222222222222222	0	0.0022222222222222222	
5	array:5	12	0.502	22	0.302	19	0.10200000000000001	49	0.002	48	0.002	47	0.002	46	0.002	45	0.002	44	0.002	43	0.002	42	0.002	41	0.002	40	0.002	39	0.002	38	0.002	37	0.002	36	0.002	35	0.002	34	0.002	33	0.002	32	0.002	31	0.002	30	0.002	29	0.002	28	0.002	27	0.002	26	0.002	25	0.002	24	0.002	23	0.002	21	0.002	20	0.002	18	0.002	17	0.002	16	0.002	15	0.002	14	0.002	13	0.002	11	0.002	10	0.002	9	0.002	8	0.002	7	0.002	6	0.002	5	0.002	4	0.002	3	0.002	2	0.002	1	0.002	0	0.002	
6	array:6	12	0.7171428571428571	39	0.1457142857142857	49	0.002857142857142857	48	0.002857142857142857	47	0.002857142857142857	46	0.002857142857142857	45	0.002857142857142857	44	0.002857142857142857	43	0.002857142857142857	42	0.002857142857142857	41	0.002857142857142857	40	0.002857142857142857	38	0.002857142857142857	37	0.002857142857142857	36	0.002857142857142857	35	0.002857142857142857	34	0.002857142857142857	33	0.002857142857142857	32	0.002857142857142857	31	0.002857142857142857	30	0.002857142857142857	29	0.002857142857142857	28	0.002857142857142857	27	0.002857142857142857	26	0.002857142857142857	25	0.002857142857142857	24	0.002857142857142857	23	0.002857142857142857	22	0.002857142857142857	21	0.002857142857142857	20	0.002857142857142857	19	0.002857142857142857	18	0.002857142857142857	17	0.002857142857142857	16	0.002857142857142857	15	0.002857142857142857	14	0.002857142857142857	13	0.002857142857142857	11	0.002857142857142857	10	0.002857142857142857	9	0.002857142857142857	8	0.002857142857142857	7	0.002857142857142857	6	0.002857142857142857	5	0.002857142857142857	4	0.002857142857142857	3	0.002857142857142857	2	0.002857142857142857	1	0.002857142857142857	0	0.002857142857142857	
7	array:7	26	0.755	49	0.005	48	0.005	47	0.005	46	0.005	45	0.005	44	0.005	43	0.005	42	0.005	41	0.005	40	0.005	39	0.005	38	0.005	37	0.005	36	0.005	35	0.005	34	0.005	33	0.005	32	0.005	31	0.005	30	0.005	29	0.005	28	0.005	27	0.005	25	0.005	24	0.005	23	0.005	22	0.005	21	0.005	20	0.005	19	0.005	18	0.005	17	0.005	16	0.005	15	0.005	14	0.005	13	0.005	12	0.005	11	0.005	10	0.005	9	0.005	8	0.005	7	0.005	6	0.005	5	0.005	4	0.005	3	0.005	2	0.005	1	0.005	0	0.005	
8	array:8	20	0.93875	49	0.00125	48	0.00125	47	0.00125	46	0.00125	45	0.00125	44	0.00125	43	0.00125	42	0.00125	41	0.00125	40	0.00125	39	0.00125	38	0.00125	37	0.00125	36	0.00125	35	0.00125	34	0.00125	33	0.00125	32	0.00125	31	0.00125	30	0.00125	29	0.00125	28	0.00125	27	0.00125	26	0.00125	25	0.00125	24	0.00125	23	0.00125	22	0.00125	21	0.00125	19	0.00125	18	0.00125	17	0.00125	16	0.00125	15	0.00125	14	0.00125	13	0.00125	12	0.00125	11	0.00125	10	0.00125	9	0.00125	8	0.00125	7	0.00125	6	0.00125	5	0.00125	4	0.00125	3	0.00125	2	0.00125	1	0.00125	0	0.00125	
9	array:9	20	0.93875	49	0.00125	48	0.00125	47	0.00125	46	0.00125	45	0.00125	44	0.00125	43	0.00125	42	0.00125	41	0.00125	40	0.00125	39	0.00125	38	0.00125	37	0.00125	36	0.00125	35	0.00125	34	0.00125	33	0.00125	32	0.00125	31	0.00125	30	0.00125	29	0.00125	28	0.00125	27	0.00125	26	0.00125	25	0.00125	24	0.00125	23	0.00125	22	0.00125	21	0.00125	19	0.00125	18	0.00125	17	0.00125	16	0.00125	15	0.00125	14	0.00125	13	0.00125	12	0.00125	11	0.00125	10	0.00125	9	0.00125	8	0.00125	7	0.00125	6	0.00125	5	0.00125	4	0.00125	3	0.00125	2	0.00125	1	0.00125	0	0.00125	
