0	0.001568747677974647
1	0.019099153930996433
2	0.003359095070356939
3	0.018544087452684318
4	0.022521981842657798
5	0.01670858079461144
6	3.583062013804434E-5
7	0.017819308238326042
8	0.03115811433894675
9	0.021860045864911692
10	0.016377073450972987
11	0.0029028849711077095
12	0.02192685433874367
13	0.01938610307759677
14	0.03904371761840182
15	2.1268083677214396E-4
16	0.0010694211896865378
17	0.21123281468679406
18	0.025636334819196523
19	0.044610515347136406
20	1.3415084182331853E-4
21	2.6431788434332073E-6
22	0.018728204628179385
23	0.003668637089506757
24	0.0017140511384885857
25	0.02013898770956887
26	0.036377138412902965
27	0.014174972053904718
28	0.01222567952354442
29	0.03637836233275098
30	0.0072369518179745025
31	0.025853798497596264
32	4.336277186575323E-5
33	0.002564294837430169
34	0.0653016286997929
35	0.030528119622462956
36	0.02730574205270141
37	0.01562098072058937
38	2.518087290006658E-6
39	1.3534954036346466E-4
40	0.0013478213519995635
41	0.004064474552758985
42	0.014228036632807813
43	0.018640452011474577
44	0.01960969565570639
45	0.014924907628184606
46	0.015068393489114727
47	0.013963284710754365
48	0.02562385881200093
49	0.019320155429877583
